
0.38136414 0.11394623
0.36990440 0.11356046
0.36551025 0.11339110
0.36096656 0.11319306
0.35085601 0.11267382
0.34549608 0.11237265
0.33761168 0.11187402
0.32854629 0.11125670
0.32675324 0.11112609
0.31933674 0.11055181
0.31758833 0.11040955
0.31585133 0.11026710
0.30815489 0.10959686
0.30093765 0.10891452
0.29993595 0.10881872
0.29203699 0.10802286
0.28433623 0.10719761
0.27677983 0.10633490
0.27044954 0.10557650
0.26160952 0.10447229
0.25956580 0.10420609
0.25004382 0.10292063
0.24667490 0.10245843
0.23773593 0.10115595
0.23604517 0.10090306
0.23565938 0.10084535
0.22942817 0.09988968
0.22450935 0.09909796
0.21962391 0.09827636
0.20634028 0.09593783
0.20408284 0.09553109
0.20278121 0.09529414
0.20026201 0.09482541
0.19033322 0.09285319
0.18722713 0.09220110
0.17709766 0.09001256
0.17283424 0.08907404
0.16661924 0.08762635
0.16230322 0.08658421
0.15169425 0.08394356
0.14670723 0.08265376
0.14449595 0.08206544
0.13194522 0.07857766
0.12313908 0.07599895
0.12030712 0.07513596
0.11586929 0.07374696
0.10745038 0.07100208
0.10256454 0.06936085
0.09547012 0.06683982
0.09052321 0.06497528
0.08292230 0.06203187
0.08018647 0.06093901
0.07253800 0.05772824
0.06833557 0.05586801
0.06374550 0.05376179
0.05775937 0.05090812
0.05163727 0.04782841
0.04374791 0.04357182
0.04334120 0.04333872
0.04191410 0.04251271
0.03114295 0.03592476
0.02881715 0.03439414
0.02279624 0.03008798
0.02072472 0.02851791
0.01994561 0.02791160
0.01583826 0.02446529
0.01294970 0.02180166
0.01066326 0.01947546
0.00867160 0.01733139
0.00725394 0.01570536
0.00634324 0.01451149
0.00438016 0.01171587
0.00269367 0.00905876
0.00156801 0.00684407
0.00135830 0.00633358
0.00036865 0.00301602
0.00014928 0.00177037
0.00000000 0.00000000
0.00017850 -0.00111423
0.00035312 -0.00154991
0.00142075 -0.00364861
0.00229498 -0.00479446
0.00307629 -0.00564366
0.00447559 -0.00699633
0.00571160 -0.00793178
0.00806409 -0.00937400
0.01107760 -0.01083194
0.01258644 -0.01148518
0.01356430 -0.01190086
0.01873262 -0.01389025
0.02224801 -0.01499985
0.02711494 -0.01627577
0.03005776 -0.01693811
0.03729106 -0.01828886
0.03897025 -0.01856493
0.03944133 -0.01864078
0.04913062 -0.01999939
0.04927373 -0.02001634
0.05666085 -0.02081950
0.06148339 -0.02129406
0.06157709 -0.02130309
0.06183225 -0.02132771
0.07864177 -0.02280584
0.09417057 -0.02397021
0.09562256 -0.02406458
0.09803507 -0.02421488
0.11129804 -0.02494767
0.11695101 -0.02524593
0.13063237 -0.02589852
0.13197419 -0.02595892
0.13577889 -0.02612521
0.14715656 -0.02658221
0.14965894 -0.02668025
0.16579602 -0.02729752
0.16620755 -0.02731223
0.17532963 -0.02762293
0.17971223 -0.02775849
0.18724740 -0.02798138
0.19427234 -0.02817495
0.19951634 -0.02831295
0.20961503 -0.02856169
0.21836638 -0.02877909
0.22668198 -0.02896162
0.23513746 -0.02913783
0.24298270 -0.02930866
0.25316777 -0.02949455
0.25704126 -0.02955934
0.26892720 -0.02973886
0.27399733 -0.02979725
0.28519146 -0.02993971
0.29608853 -0.03008882
0.29882415 -0.03012000
0.30274368 -0.03016646
0.31658642 -0.03032059
0.32494088 -0.03038571
0.33287458 -0.03043590
0.34718742 -0.03055614
0.35088824 -0.03058646
0.35971644 -0.03064751
0.36762781 -0.03069251
0.38204081 -0.03077686
0.38351872 -0.03078338
0.38453313 -0.03078766
0.40117718 -0.03081996
0.41058277 -0.03082272
0.41568806 -0.03082581
0.42300608 -0.03084296
0.42739949 -0.03084561
0.43085789 -0.03084015
0.44023923 -0.03082068
0.45367195 -0.03079088
0.45834436 -0.03077735
0.45922668 -0.03077478
0.47267586 -0.03071265
0.47998237 -0.03067693
0.48784435 -0.03063143
0.49345395 -0.03058529
0.50719242 -0.03050776
0.52114408 -0.03041348
0.53218940 -0.03031530
0.53873883 -0.03024146
0.54282838 -0.03019772
0.56622783 -0.02994959
0.57050170 -0.02990308
0.58344293 -0.02975073
0.58635981 -0.02971158
0.58982185 -0.02965595
0.59981577 -0.02947621
0.60477567 -0.02940337
0.61761721 -0.02920566
0.62252507 -0.02910863
0.63557619 -0.02889074
0.65083228 -0.02859382
0.65315067 -0.02854391
0.65821458 -0.02843344
0.66912779 -0.02818619
0.67472882 -0.02805769
0.68218543 -0.02787740
0.68806649 -0.02774814
0.69256238 -0.02763046
0.71248015 -0.02707202
0.72704186 -0.02666565
0.73370681 -0.02649262
0.74305727 -0.02617686
0.75133907 -0.02590554
0.75829936 -0.02567008
0.76669076 -0.02538699
0.78406779 -0.02477478
0.79059177 -0.02452486
0.79431133 -0.02437370
0.80761638 -0.02378645
0.81738421 -0.02339199
0.83293856 -0.02268612
0.83808514 -0.02243522
0.84665081 -0.02199092
0.85274801 -0.02165045
0.85499913 -0.02152310
0.86995033 -0.02064074
0.87299834 -0.02045488
0.87752104 -0.02015385
0.88271383 -0.01977744
0.89003660 -0.01923437
0.89835170 -0.01859906
0.90983165 -0.01760715
0.91056506 -0.01753990
0.91306761 -0.01730654
0.92447077 -0.01615159
0.94067735 -0.01433289
0.94302559 -0.01405776
0.94324938 -0.01403133
0.95698624 -0.01230297
0.96550984 -0.01115353
0.97276574 -0.01018692
0.98447141 -0.00845824
0.98991136 -0.00763224
0.99079932 -0.00749479
0.99471603 -0.00688628
0.99899559 -0.00624601
1.00000000 -0.00605438
